img_name,inside_bbox_activation
00019001_000.png,0.0
00020405_021.png,0.9947189129889011
00019124_067.png,1.7577843740582466
00004001_013.png,1.4924941584467888
00026606_000.png,0.03998174506705254
00025936_005.png,5.0820812582969666
00016487_002.png,1.3462568633258343
00010815_007.png,0.8979830890893936
00026387_002.png,0.6134179420769215
00002868_006.png,1.976764015853405
00015268_000.png,0.10414916323497891
00005094_015.png,1.116928830742836
00018087_002.png,6.118510663509369
00022030_005.png,9.984515607357025
00015792_005.png,20.605571568012238
00013237_000.png,13.226048648357391
00012376_016.png,5.955676361918449
00001900_036.png,11.817419528961182
00029844_001.png,4.821156337857246
00028915_000.png,0.0
00027131_003.png,2.5775596499443054
00002437_011.png,5.605991184711456
00028975_002.png,5.954686924815178
00026769_009.png,0.5267770495265722
00026543_001.png,2.6762450113892555
00027322_005.png,4.923901334404945
00016568_053.png,3.141828253865242
00028442_000.png,12.928518652915955
00005502_017.png,3.79549004137516
00012796_003.png,0.45945653691887856
00015556_022.png,0.5660068243741989
00020408_038.png,0.6225511897355318
00022374_008.png,2.8746210038661957
00018558_005.png,6.735538691282272
00009709_002.png,1.320164930075407
00009178_000.png,8.500219136476517
00029470_000.png,0.20293118432164192
00019124_085.png,10.826466977596283
00026469_005.png,0.8013126440346241
00025342_007.png,2.7968360111117363
00019651_001.png,9.127208590507507
00002431_000.png,0.6450506392866373
00028387_000.png,4.030442610383034
00028380_009.png,2.1803369745612144
00017001_000.png,0.5867472849786282
00016991_006.png,1.5514757484197617
00028359_003.png,10.525145381689072
00028913_002.png,14.081943035125732
00026843_000.png,22.109726071357727
00015384_001.png,0.0
00005777_003.png,0.21747422870248556
00014731_026.png,6.644509732723236
00010775_004.png,4.057003557682037
00025181_007.png,3.314860910177231
00003054_001.png,5.268322303891182
00026993_001.png,18.38129162788391
00001722_002.png,1.8501915037631989
00004132_006.png,9.133412688970566
00028876_032.png,4.903862625360489
00017051_002.png,4.0922921150922775
00018645_000.png,20.08090168237686
00029693_000.png,3.7107236683368683
00008435_008.png,6.065769121050835
00020398_034.png,2.2253284230828285
00028655_005.png,1.271433662623167
00028019_001.png,0.9956159628927708
00025206_002.png,6.221068277955055
00007321_009.png,1.2227480299770832
00000402_001.png,0.3422033740207553
00019720_000.png,0.0
00018519_000.png,1.4646830968558788
00021813_001.png,0.0
00005935_006.png,0.3689427860081196
00019124_062.png,3.1503692269325256
00019373_056.png,10.62525063753128
00005218_027.png,10.593029111623764
00010887_022.png,0.09001625585369766
00018527_001.png,1.0618709959089756
00004224_001.png,17.15189814567566
00003285_000.png,5.261301249265671
00001995_007.png,7.502822577953339
00005014_008.png,4.2322855442762375
00013673_001.png,5.430071800947189
00015649_004.png,12.782621383666992
00004532_006.png,19.991029798984528
00005935_001.png,0.6297028623521328
00020195_014.png,10.991846770048141
00006713_000.png,4.409106075763702
00014663_018.png,6.580883264541626
00019373_053.png,11.13845482468605
00013346_003.png,0.0
00021130_001.png,1.830151304602623
00020393_003.png,5.283622443675995
00006721_000.png,0.0
00019635_006.png,6.862766295671463
00018591_007.png,9.443769603967667
00007501_004.png,10.467886924743652
00013714_009.png,1.6585741192102432
00030499_004.png,0.19966084510087967
00014060_000.png,0.878737960010767
00013655_005.png,6.331863254308701
00003983_000.png,2.2608138620853424
00015814_007.png,0.02355762990191579
00007782_001.png,0.0
00019124_044.png,1.3885038904845715
00017095_000.png,0.5591864697635174
00022359_001.png,7.048739492893219
00016551_000.png,20.174488425254822
00017559_000.png,1.4469423331320286
00001093_013.png,0.20297542214393616
00005218_026.png,7.92618989944458
00004808_076.png,1.953991875052452
00018558_001.png,7.876519113779068
00020195_003.png,8.87744054198265
00029589_002.png,0.19669437315315008
00016568_002.png,1.3236433267593384
00004547_022.png,0.5964078474789858
00022263_005.png,6.1304353177547455
00003300_006.png,3.1199298799037933
00005622_001.png,4.0965501219034195
00002759_000.png,4.978488385677338
00002668_006.png,1.9742412492632866
00025695_025.png,2.955605275928974
00021377_000.png,15.635989606380463
00011943_003.png,10.366647690534592
00026330_001.png,6.995789706707001
00007321_006.png,1.9025957211852074
00015843_000.png,0.0
00003300_002.png,9.10487100481987
00019373_006.png,7.860273122787476
00005218_016.png,3.0374733731150627
00012045_049.png,20.804627239704132
00022208_008.png,0.9812254458665848
00018588_003.png,8.955687284469604
00020967_021.png,2.8364095836877823
00019124_097.png,11.109154671430588
00021494_006.png,1.9668422639369965
00004104_001.png,5.085734277963638
00002701_009.png,10.416004806756973
00005218_017.png,2.6506831869482994
00006642_004.png,2.8548114001750946
00029965_000.png,2.143549732863903
00014334_000.png,1.15640414878726
00028380_011.png,2.4977851659059525
00019124_087.png,12.75562196969986
00003751_003.png,5.535043776035309
00007321_013.png,1.8868077546358109
00014397_014.png,19.96774822473526
00027204_000.png,2.367112413048744
00029650_000.png,0.02422346587991342
00005053_000.png,1.8999086692929268
00026769_008.png,0.48853950574994087
00003285_001.png,5.569500103592873
00002785_001.png,2.1781815215945244
00027678_003.png,8.61603319644928
